symbol,start_date,end_date,digit_type,mad,target,is_anomaly
BTCUSDT,2024-11-29-00:00,2024-11-30-00:00,first,0.018675013284891687,TA,0
BTCUSDT,2024-11-29-00:00,2024-11-30-00:00,second,0.007145015834256471,TA,0
BTCUSDT,2024-11-30-00:00,2024-12-01-00:00,first,0.017184293699808187,TA,0
BTCUSDT,2024-11-30-00:00,2024-12-01-00:00,second,0.006582447597724609,TA,0
BTCUSDT,2024-12-01-00:00,2024-12-02-00:00,first,0.016692499483030303,TA,0
BTCUSDT,2024-12-01-00:00,2024-12-02-00:00,second,0.005909548653167482,TA,0
BTCUSDT,2024-12-02-00:00,2024-12-03-00:00,first,0.019930991271140407,TA,0
BTCUSDT,2024-12-02-00:00,2024-12-03-00:00,second,0.009124689380455468,TA,0
BTCUSDT,2024-12-03-00:00,2024-12-04-00:00,first,0.018058157706204045,TA,0
BTCUSDT,2024-12-03-00:00,2024-12-04-00:00,second,0.0065391271167775985,TA,0
BTCUSDT,2024-12-04-00:00,2024-12-05-00:00,first,0.024299243966935582,TA,0
BTCUSDT,2024-12-04-00:00,2024-12-05-00:00,second,0.004146796442919175,TA,0
BTCUSDT,2024-12-05-00:00,2024-12-06-00:00,first,0.0229113189148884,TA,0
BTCUSDT,2024-12-05-00:00,2024-12-06-00:00,second,0.010040398207158413,TA,0
BTCUSDT,2024-12-06-00:00,2024-12-07-00:00,first,0.010437820679646782,TA,0
BTCUSDT,2024-12-06-00:00,2024-12-07-00:00,second,0.0069953131379444046,TA,0
BTCUSDT,2024-12-07-00:00,2024-12-08-00:00,first,0.011911868748201092,TA,0
BTCUSDT,2024-12-07-00:00,2024-12-08-00:00,second,0.009106508083230408,TA,0
BTCUSDT,2024-12-08-00:00,2024-12-09-00:00,first,0.020443896600137835,TA,0
BTCUSDT,2024-12-08-00:00,2024-12-09-00:00,second,0.004394022334132354,TA,0
BTCUSDT,2024-12-09-00:00,2024-12-10-00:00,first,0.013388995790632609,TA,0
BTCUSDT,2024-12-09-00:00,2024-12-10-00:00,second,0.007883987327108708,TA,0
BTCUSDT,2024-12-10-00:00,2024-12-11-00:00,first,0.015349175426175274,TA,0
BTCUSDT,2024-12-10-00:00,2024-12-11-00:00,second,0.007447457448636172,TA,0
BTCUSDT,2024-12-11-00:00,2024-12-12-00:00,first,0.011729725374866202,TA,0
BTCUSDT,2024-12-11-00:00,2024-12-12-00:00,second,0.004132859459501507,TA,0
BTCUSDT,2024-12-12-00:00,2024-12-13-00:00,first,0.012476193438834117,TA,0
BTCUSDT,2024-12-12-00:00,2024-12-13-00:00,second,0.0062044321527822705,TA,0
BTCUSDT,2024-12-13-00:00,2024-12-14-00:00,first,0.00980995623421949,TA,0
BTCUSDT,2024-12-13-00:00,2024-12-14-00:00,second,0.00687130716160005,TA,0
BTCUSDT,2024-12-14-00:00,2024-12-15-00:00,first,0.00554635399123865,TA,0
BTCUSDT,2024-12-14-00:00,2024-12-15-00:00,second,0.006271631086443111,TA,0
BTCUSDT,2024-12-15-00:00,2024-12-16-00:00,first,0.021517731213051675,TA,0
BTCUSDT,2024-12-15-00:00,2024-12-16-00:00,second,0.005992828068232155,TA,0
BTCUSDT,2024-12-16-00:00,2024-12-17-00:00,first,0.014568320140175253,TA,0
BTCUSDT,2024-12-16-00:00,2024-12-17-00:00,second,0.006508140679230931,TA,0
BTCUSDT,2024-12-17-00:00,2024-12-18-00:00,first,0.010381055101061064,TA,0
BTCUSDT,2024-12-17-00:00,2024-12-18-00:00,second,0.005165380244836247,TA,0
BTCUSDT,2024-12-18-00:00,2024-12-19-00:00,first,0.022323615868962914,TA,0
BTCUSDT,2024-12-18-00:00,2024-12-19-00:00,second,0.005496990968752151,TA,0
BTCUSDT,2024-12-19-00:00,2024-12-20-00:00,first,0.013922312028725455,TA,0
BTCUSDT,2024-12-19-00:00,2024-12-20-00:00,second,0.004697881595494009,TA,0
BTCUSDT,2024-12-20-00:00,2024-12-21-00:00,first,0.011677194486811593,TA,0
BTCUSDT,2024-12-20-00:00,2024-12-21-00:00,second,0.007247987417857283,TA,0
BTCUSDT,2024-12-21-00:00,2024-12-22-00:00,first,0.014287821829494408,TA,0
BTCUSDT,2024-12-21-00:00,2024-12-22-00:00,second,0.005765171179180869,TA,0
BTCUSDT,2024-12-22-00:00,2024-12-23-00:00,first,0.016737100478222463,TA,0
BTCUSDT,2024-12-22-00:00,2024-12-23-00:00,second,0.008658475852230533,TA,0
BTCUSDT,2024-12-23-00:00,2024-12-24-00:00,first,0.02198037289706739,TA,0
BTCUSDT,2024-12-23-00:00,2024-12-24-00:00,second,0.005397667569357162,TA,0
BTCUSDT,2024-12-24-00:00,2024-12-25-00:00,first,0.009237068785045167,TA,0
BTCUSDT,2024-12-24-00:00,2024-12-25-00:00,second,0.0038160003992646963,TA,0
BTCUSDT,2024-12-25-00:00,2024-12-26-00:00,first,0.008634438614688362,TA,0
BTCUSDT,2024-12-25-00:00,2024-12-26-00:00,second,0.0072609022988861125,TA,0
BTCUSDT,2024-12-26-00:00,2024-12-27-00:00,first,0.015025299174401449,TA,0
BTCUSDT,2024-12-26-00:00,2024-12-27-00:00,second,0.008109133611038061,TA,0
BTCUSDT,2024-12-27-00:00,2024-12-28-00:00,first,0.014308616508874529,TA,0
BTCUSDT,2024-12-27-00:00,2024-12-28-00:00,second,0.005044594398849839,TA,0
BTCUSDT,2024-12-28-00:00,2024-12-29-00:00,first,0.011103083983538096,TA,0
BTCUSDT,2024-12-28-00:00,2024-12-29-00:00,second,0.008221973055985148,TA,0
BTCUSDT,2024-12-29-00:00,2024-12-30-00:00,first,0.011581174129983836,TA,0
BTCUSDT,2024-12-29-00:00,2024-12-30-00:00,second,0.0052829487825072075,TA,0
BTCUSDT,2024-12-30-00:00,2024-12-31-00:00,first,0.010558758878705601,TA,0
BTCUSDT,2024-12-30-00:00,2024-12-31-00:00,second,0.007497480656009266,TA,0
BTCUSDT,2024-12-31-00:00,2025-01-01-00:00,first,0.006256218290322116,TA,0
BTCUSDT,2024-12-31-00:00,2025-01-01-00:00,second,0.006017359052612381,TA,0
